1;1;Porte Maillot;2.282583847361549
2;1;Argentine;2.2894354185422134
3;1;Charles de Gaulle - Etoile;2.295811775235762
4;1;George V;2.3007597849789168
5;1;Franklin D. Roosevelt;2.309488192337112
6;1;Champs-Elysées - Clemenceau;2.31446450132278
7;1;Concorde;2.3229614457982586
8;1;Tuileries;2.3296780947116407
9;1;Palais Royal - Musée du Louvre;2.3364543677542504
10;1;Louvre - Rivoli;2.3409696232852686
11;1;Châtelet;2.3481609912345767
12;1;Hôtel de Ville;2.3520676701390992
13;1;Saint-Paul (Le Marais);2.3608852562751954
108;1;Bastille;2.3687189610340877
15;1;Gare de Lyon;2.373156593789204
16;1;Reuilly - Diderot;2.3872010704093913
17;1;Nation;2.395843988723737
18;1;Porte de Vincennes;2.4108049967014993
19;1;Château de Vincennes;2.4405400954061127
20;2;Porte Dauphine;2.2776327175452704
21;2;Victor Hugo;2.285828765912979
3;2;Charles de Gaulle - Etoile;2.295811775235762
23;2;Ternes;2.298113288617243
24;2;Courcelles;2.303294362425212
25;2;Monceau;2.3094129673747017
26;2;Villiers;2.3158150926463765
27;2;Rome;2.3213591738229717
28;2;Place de Clichy;2.327958328010219
29;2;Blanche;2.332484375434362
30;2;Pigalle;2.3372111647011273
31;2;Anvers;2.3441548403302903
32;2;Barbès - Rochechouart;2.3506070793550973
33;2;La Chapelle;2.360404169274098
34;2;Stalingrad;2.3657743705581686
35;2;Jaurès;2.3714389599856065
36;2;Colonel Fabien;2.3704675747938633
37;2;Belleville;2.3767355865572877
38;2;Couronnes;2.3802889829271927
39;2;Ménilmontant;2.3834303882303036
40;2;Père Lachaise;2.3875798912544446
41;2;Philippe Auguste;2.3904975967452877
42;2;Alexandre Dumas;2.3947127337554774
43;2;Avron;2.398187556659396
17;2;Nation;2.395843988723737
45;3;Porte de Champerret;2.2921124821588443
46;3;Pereire;2.2976831860125824
47;3;Wagram;2.304673087584433
48;3;Malesherbes;2.30948784696001
26;3;Villiers;2.3158150926463765
50;3;Europe;2.3221859195205097
51;3;Saint-Lazare;2.3254883906726116
52;3;Havre-Caumartin;2.327651103418781
53;3;Opéra;2.3310472867112395
54;3;Quatre Septembre;2.3363187355954866
55;3;Bourse;2.3406653707110454
56;3;Sentier;2.347553815937787
57;3;Réaumur - Sébastopol;2.3520507871028347
58;3;Arts et Métiers;2.3565081436435453
59;3;Temple;2.3615612345263557
60;3;République;2.363302340780453
61;3;Parmentier;2.3747477503599037
62;3;Rue Saint-Maur;2.38050775608986
40;3;Père Lachaise;2.3875798912544446
64;3;Gambetta;2.3985373057045716
65;3;Porte de Bagnolet;2.408754221189542
66;3bis;Porte des Lilas;2.4070619733807948
67;3bis;Saint-Fargeau;2.404498183168868
68;3bis;Pelleport;2.4014967922879245
64;3bis;Gambetta;2.3985373057045716
70;4;Porte de Clignancourt;2.3446240991027905
71;4;Simplon;2.347596055351641
72;4;Marcadet - Poissonniers;2.349681541722476
73;4;Château Rouge;2.3493658080048396
32;4;Barbès - Rochechouart;2.3506070793550973
75;4;Gare du Nord;2.356808788205408
76;4;Gare de l'Est;2.358064594418649
77;4;Château d'Eau;2.3560517414015854
78;4;Strasbourg - Saint-Denis;2.354491616563833
57;4;Réaumur - Sébastopol;2.3520507871028347
80;4;Etienne Marcel;2.3489761968791076
81;4;Les Halles;2.34612732517368
11;4;Châtelet;2.3481609912345767
83;4;Cité;2.3472322349319104
84;4;Saint-Michel;2.343991799033287
85;4;Odéon;2.340692291066523
86;4;Saint-Germain-des-Prés;2.3339478107981932
87;4;Saint-Sulpice;2.3306119530815415
88;4;Saint-Placide;2.327054815066311
89;4;Montparnasse Bienvenue;2.3239891852050025
90;4;Vavin;2.328862854069104
91;4;Raspail;2.3304669937198725
92;4;Denfert-Rochereau;2.3320188352163855
93;4;Mouton-Duvernet;2.32988764040842
94;4;Alésia;2.327093234948452
95;4;Porte d'Orléans;2.3254932653821037
96;5;Porte de Pantin;2.3921229723281474
97;5;Ourcq;2.386652016759883
98;5;Laumière;2.3793909893523915
35;5;Jaurès;2.3714389599856065
34;5;Stalingrad;2.3657743705581686
75;5;Gare du Nord;2.356808788205408
76;5;Gare de l'Est;2.358064594418649
103;5;Jacques Bonsergent;2.361023902048922
60;5;République;2.363302340780453
105;5;Oberkampf;2.3681558453945506
106;5;Richard-Lenoir;2.371813630476951
107;5;Bréguet-Sabin;2.370194668589751
108;5;Bastille;2.3687189610340877
109;5;Quai de la Rapée;2.365884650750405
110;5;Gare d'Austerlitz;2.3641773106918307
111;5;Saint-Marcel;2.360721859717641
112;5;Campo-Formio;2.3587419566993444
113;5;Place d'Italie;2.3555015914814845
3;6;Charles de Gaulle - Etoile;2.295811775235762
115;6;Kléber;2.2931461372486255
116;6;Boissière;2.2900328376074364
117;6;Trocadéro;2.287492796966441
118;6;Passy;2.285839418881461
119;6;Bir-Hakeim;2.289400737634599
120;6;Dupleix;2.293663726731038
121;6;La Motte-Picquet - Grenelle;2.2985257262366354
122;6;Cambronne;2.3029417283376103
123;6;Sèvres-Lecourbe;2.3095296104303924
124;6;Pasteur;2.312914680473939
89;6;Montparnasse Bienvenue;2.3239891852050025
126;6;Edgar Quinet;2.3252865779432956
91;6;Raspail;2.3304669937198725
92;6;Denfert-Rochereau;2.3320188352163855
129;6;Saint-Jacques;2.3371543709250067
130;6;Glacière;2.343438236678703
131;6;Corvisart;2.350611225926165
113;6;Place d'Italie;2.3555015914814845
133;6;Nationale;2.362804171593507
134;6;Chevaleret;2.3680812829727422
135;6;Quai de la Gare;2.372766248948171
